nll,pi_aa,pi_cc,pi_gg,pi_tt,pi_ac,pi_ag,pi_at,pi_cg,pi_ct,pi_gt,"q_{1,2}","q_{1,3}","q_{1,4}","q_{1,5}","q_{1,6}","q_{1,7}","q_{1,8}","q_{1,9}","q_{1,10}","q_{2,3}","q_{2,4}","q_{2,5}","q_{2,6}","q_{2,7}","q_{2,8}","q_{2,9}","q_{2,10}","q_{3,4}","q_{3,5}","q_{3,6}","q_{3,7}","q_{3,8}","q_{3,9}","q_{3,10}","q_{4,5}","q_{4,6}","q_{4,7}","q_{4,8}","q_{4,9}","q_{4,10}","q_{5,6}","q_{5,7}","q_{5,8}","q_{5,9}","q_{5,10}","q_{6,7}","q_{6,8}","q_{6,9}","q_{6,10}","q_{7,8}","q_{7,9}","q_{7,10}","q_{8,9}","q_{8,10}","q_{9,10}"
-2684.391391,0.081714,0.047436,0.04173,0.092917,0.12368,0.118853,0.177074,0.089551,0.108573,0.118471,0.001,0.001,0.001,2.349087,0.382507,6.145113,0.001,0.001,0.001,0.001,0.001,2.349087,0.001,0.001,1.0,7.456316,0.001,0.001,0.001,0.382507,0.001,1.0,0.001,0.769591,0.001,0.001,6.145113,0.001,7.456316,0.769591,1.0,7.456316,0.382507,6.145113,0.001,0.769591,2.349087,0.001,6.145113,0.001,2.349087,0.382507,0.769591,7.456316,1.0
-2683.292109,0.075646,0.05291,0.046407,0.098295,0.108969,0.109884,0.17564,0.090778,0.112013,0.129458,0.001,0.001,0.001,0.364005,0.084999,1.103212,0.001,0.001,0.001,0.001,0.001,0.364005,0.001,0.001,1.0,1.665806,0.001,0.001,0.001,0.084999,0.001,1.0,0.001,0.001,0.001,0.001,1.103212,0.001,1.665806,0.001,1.0,1.665806,0.084999,1.103212,0.001,0.001,0.364005,0.001,1.103212,0.001,0.364005,0.084999,0.001,1.665806,1.0
-2726.811919,0.083322,0.044694,0.042774,0.075093,0.120211,0.127382,0.171463,0.095744,0.114664,0.124653,0.001,0.001,0.001,1.341525,0.260926,3.59615,0.001,0.001,0.001,0.001,0.001,1.341525,0.001,0.001,1.0,9.099635,0.001,0.001,0.001,0.260926,0.001,1.0,0.001,0.001,0.001,0.001,3.59615,0.001,9.099635,0.001,1.0,9.099635,0.260926,3.59615,0.001,0.001,1.341525,0.001,3.59615,0.001,1.341525,0.260926,0.001,9.099635,1.0
-2626.204012,0.084069,0.037997,0.048542,0.093524,0.105401,0.122163,0.168496,0.084877,0.116542,0.138389,0.001,0.001,0.001,2.992134,0.001,5.578863,0.001,0.001,0.001,0.001,0.001,2.992134,0.001,0.001,1.0,4.897528,0.001,0.001,0.001,0.001,0.001,1.0,0.001,1.818376,0.001,0.001,5.578863,0.001,4.897528,1.818376,1.0,4.897528,0.001,5.578863,0.001,1.818376,2.992134,0.001,5.578863,0.001,2.992134,0.001,1.818376,4.897528,1.0
-2663.427429,0.100342,0.043604,0.045701,0.085216,0.105714,0.117799,0.180667,0.079798,0.112946,0.128212,0.001,0.001,0.001,1.282553,0.001,3.968663,0.001,0.001,0.001,0.001,0.001,1.282553,0.001,0.001,1.0,4.722172,0.001,0.001,0.001,0.001,0.001,1.0,0.001,0.482274,0.001,0.001,3.968663,0.001,4.722172,0.482274,1.0,4.722172,0.001,3.968663,0.001,0.482274,1.282553,0.001,3.968663,0.001,1.282553,0.001,0.482274,4.722172,1.0
-2684.783109,0.085429,0.0398,0.036685,0.086089,0.122695,0.124798,0.188646,0.077322,0.126854,0.111681,0.001,0.001,0.001,2.182821,0.51383,4.788449,0.001,0.001,0.001,0.001,0.001,2.182821,0.001,0.001,1.0,2.987348,0.001,0.001,0.001,0.51383,0.001,1.0,0.001,0.499079,0.001,0.001,4.788449,0.001,2.987348,0.499079,1.0,2.987348,0.51383,4.788449,0.001,0.499079,2.182821,0.001,4.788449,0.001,2.182821,0.51383,0.499079,2.987348,1.0
-2620.065429,0.097953,0.040728,0.045563,0.089725,0.116866,0.112417,0.184768,0.081183,0.124297,0.1065,0.001,0.001,0.001,1.158453,0.492764,2.741966,0.001,0.001,0.001,0.001,0.001,1.158453,0.001,0.001,1.0,3.857932,0.001,0.001,0.001,0.492764,0.001,1.0,0.001,0.738372,0.001,0.001,2.741966,0.001,3.857932,0.738372,1.0,3.857932,0.492764,2.741966,0.001,0.738372,1.158453,0.001,2.741966,0.001,1.158453,0.492764,0.738372,3.857932,1.0
-2528.292655,0.070595,0.04323,0.045878,0.088177,0.114786,0.106967,0.187681,0.10056,0.101701,0.140425,0.001,0.001,0.001,266.554809,67.444579,999.999931,0.001,0.001,0.001,0.001,0.001,266.554809,0.001,0.001,1.0,834.727971,0.001,0.001,0.001,67.444579,0.001,1.0,0.001,63.5835,0.001,0.001,999.999931,0.001,834.727971,63.5835,1.0,834.727971,67.444579,999.999931,0.001,63.5835,266.554809,0.001,999.999931,0.001,266.554809,67.444579,63.5835,834.727971,1.0
-2697.444698,0.090417,0.044479,0.034643,0.104445,0.101611,0.134528,0.173418,0.078412,0.108608,0.129438,0.001,0.001,0.001,1.386981,0.357388,2.863852,0.001,0.001,0.001,0.001,0.001,1.386981,0.001,0.001,1.0,3.326023,0.001,0.001,0.001,0.357388,0.001,1.0,0.001,0.341013,0.001,0.001,2.863852,0.001,3.326023,0.341013,1.0,3.326023,0.357388,2.863852,0.001,0.341013,1.386981,0.001,2.863852,0.001,1.386981,0.357388,0.341013,3.326023,1.0
-2682.485774,0.083361,0.043409,0.04559,0.098632,0.10108,0.123944,0.198021,0.092148,0.110473,0.103342,0.001,0.001,0.001,1.050297,0.001,4.52522,0.001,0.001,0.001,0.001,0.001,1.050297,0.001,0.001,1.0,8.924835,0.001,0.001,0.001,0.001,0.001,1.0,0.001,1.937306,0.001,0.001,4.52522,0.001,8.924835,1.937306,1.0,8.924835,0.001,4.52522,0.001,1.937306,1.050297,0.001,4.52522,0.001,1.050297,0.001,1.937306,8.924835,1.0
-2607.245325,0.100367,0.040082,0.043792,0.096294,0.114058,0.115278,0.17423,0.098147,0.101375,0.116378,0.001,0.001,0.001,327.738205,0.001,850.785987,0.001,0.001,0.001,0.001,0.001,327.738205,0.001,0.001,1.0,789.478545,0.001,0.001,0.001,0.001,0.001,1.0,0.001,205.108229,0.001,0.001,850.785987,0.001,789.478545,205.108229,1.0,789.478545,0.001,850.785987,0.001,205.108229,327.738205,0.001,850.785987,0.001,327.738205,0.001,205.108229,789.478545,1.0
-2547.83229,0.088752,0.033177,0.046758,0.091479,0.111357,0.125132,0.161026,0.091665,0.133459,0.117196,0.001,0.001,0.001,0.001,0.804507,10.748893,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,1.0,13.062393,0.001,0.001,0.001,0.804507,0.001,1.0,0.001,1.526265,0.001,0.001,10.748893,0.001,13.062393,1.526265,1.0,13.062393,0.804507,10.748893,0.001,1.526265,0.001,0.001,10.748893,0.001,0.001,0.804507,1.526265,13.062393,1.0
-2675.252598,0.091074,0.044533,0.051425,0.086277,0.113348,0.108912,0.183913,0.082683,0.123539,0.114295,0.001,0.001,0.001,0.728162,0.001,5.513539,0.001,0.001,0.001,0.001,0.001,0.728162,0.001,0.001,1.0,7.780607,0.001,0.001,0.001,0.001,0.001,1.0,0.001,2.637712,0.001,0.001,5.513539,0.001,7.780607,2.637712,1.0,7.780607,0.001,5.513539,0.001,2.637712,0.728162,0.001,5.513539,0.001,0.728162,0.001,2.637712,7.780607,1.0
-2657.534096,0.084999,0.047521,0.037571,0.081571,0.104276,0.123074,0.169076,0.108483,0.109438,0.13399,0.001,0.001,0.001,1.330136,0.246723,3.931661,0.001,0.001,0.001,0.001,0.001,1.330136,0.001,0.001,1.0,4.778379,0.001,0.001,0.001,0.246723,0.001,1.0,0.001,1.006013,0.001,0.001,3.931661,0.001,4.778379,1.006013,1.0,4.778379,0.246723,3.931661,0.001,1.006013,1.330136,0.001,3.931661,0.001,1.330136,0.246723,1.006013,4.778379,1.0
-2619.111963,0.090713,0.033824,0.053785,0.08831,0.129334,0.133675,0.143749,0.080838,0.121335,0.124438,0.001,0.001,0.001,1.80281,0.84009,11.766702,0.001,0.001,0.001,0.001,0.001,1.80281,0.001,0.001,1.0,20.436738,0.001,0.001,0.001,0.84009,0.001,1.0,0.001,0.859964,0.001,0.001,11.766702,0.001,20.436738,0.859964,1.0,20.436738,0.84009,11.766702,0.001,0.859964,1.80281,0.001,11.766702,0.001,1.80281,0.84009,0.859964,20.436738,1.0
-2732.222584,0.089316,0.041415,0.033701,0.092685,0.120171,0.129477,0.156253,0.082389,0.13431,0.120285,0.001,0.001,0.001,2.424833,0.001,8.225068,0.001,0.001,0.001,0.001,0.001,2.424833,0.001,0.001,1.0,8.256915,0.001,0.001,0.001,0.001,0.001,1.0,0.001,2.064478,0.001,0.001,8.225068,0.001,8.256915,2.064478,1.0,8.256915,0.001,8.225068,0.001,2.064478,2.424833,0.001,8.225068,0.001,2.424833,0.001,2.064478,8.256915,1.0
-2567.913449,0.084816,0.029056,0.050667,0.087246,0.117641,0.146178,0.161234,0.076733,0.114329,0.132102,0.001,0.001,0.001,5.337769,0.76185,7.593623,0.001,0.001,0.001,0.001,0.001,5.337769,0.001,0.001,1.0,15.422659,0.001,0.001,0.001,0.76185,0.001,1.0,0.001,2.276268,0.001,0.001,7.593623,0.001,15.422659,2.276268,1.0,15.422659,0.76185,7.593623,0.001,2.276268,5.337769,0.001,7.593623,0.001,5.337769,0.76185,2.276268,15.422659,1.0
-2620.416197,0.086687,0.044436,0.036622,0.08688,0.113178,0.116341,0.174707,0.08935,0.127875,0.123923,0.001,0.001,0.001,1.5306,0.263083,2.466339,0.001,0.001,0.001,0.001,0.001,1.5306,0.001,0.001,1.0,4.609995,0.001,0.001,0.001,0.263083,0.001,1.0,0.001,1.034325,0.001,0.001,2.466339,0.001,4.609995,1.034325,1.0,4.609995,0.263083,2.466339,0.001,1.034325,1.5306,0.001,2.466339,0.001,1.5306,0.263083,1.034325,4.609995,1.0
-2630.392264,0.092257,0.038818,0.042427,0.085233,0.10847,0.10097,0.1845,0.089097,0.115251,0.142976,0.001,0.001,0.001,1.946361,0.001,4.35703,0.001,0.001,0.001,0.001,0.001,1.946361,0.001,0.001,1.0,6.640051,0.001,0.001,0.001,0.001,0.001,1.0,0.001,2.591356,0.001,0.001,4.35703,0.001,6.640051,2.591356,1.0,6.640051,0.001,4.35703,0.001,2.591356,1.946361,0.001,4.35703,0.001,1.946361,0.001,2.591356,6.640051,1.0
-2692.999787,0.080122,0.047374,0.039647,0.094522,0.122259,0.123384,0.179047,0.085347,0.103597,0.1247,0.001,0.001,0.001,0.797899,0.001,2.994936,0.001,0.001,0.001,0.001,0.001,0.797899,0.001,0.001,1.0,4.145291,0.001,0.001,0.001,0.001,0.001,1.0,0.001,0.559281,0.001,0.001,2.994936,0.001,4.145291,0.559281,1.0,4.145291,0.001,2.994936,0.001,0.559281,0.797899,0.001,2.994936,0.001,0.797899,0.001,0.559281,4.145291,1.0
-2699.245143,0.104528,0.043472,0.042671,0.084836,0.10154,0.129569,0.169705,0.071862,0.12211,0.129709,0.001,0.001,0.001,3.156547,0.368906,7.009544,0.001,0.001,0.001,0.001,0.001,3.156547,0.001,0.001,1.0,6.725927,0.001,0.001,0.001,0.368906,0.001,1.0,0.001,1.129726,0.001,0.001,7.009544,0.001,6.725927,1.129726,1.0,6.725927,0.368906,7.009544,0.001,1.129726,3.156547,0.001,7.009544,0.001,3.156547,0.368906,1.129726,6.725927,1.0
-2606.160183,0.08413,0.040887,0.046697,0.08761,0.103069,0.125884,0.174129,0.094061,0.119869,0.123664,0.001,0.001,0.001,1.06761,0.001,4.021217,0.001,0.001,0.001,0.001,0.001,1.06761,0.001,0.001,1.0,3.790175,0.001,0.001,0.001,0.001,0.001,1.0,0.001,0.48751,0.001,0.001,4.021217,0.001,3.790175,0.48751,1.0,3.790175,0.001,4.021217,0.001,0.48751,1.06761,0.001,4.021217,0.001,1.06761,0.001,0.48751,3.790175,1.0
-2640.341328,0.104128,0.049682,0.042725,0.10389,0.12434,0.111663,0.174758,0.080501,0.103711,0.104602,0.001,0.001,0.001,1.394122,0.71568,5.246641,0.001,0.001,0.001,0.001,0.001,1.394122,0.001,0.001,1.0,5.928339,0.001,0.001,0.001,0.71568,0.001,1.0,0.001,0.367863,0.001,0.001,5.246641,0.001,5.928339,0.367863,1.0,5.928339,0.71568,5.246641,0.001,0.367863,1.394122,0.001,5.246641,0.001,1.394122,0.71568,0.367863,5.928339,1.0
-2604.162975,0.082114,0.033058,0.032823,0.097773,0.108346,0.136746,0.172287,0.092255,0.124304,0.120293,0.001,0.001,0.001,0.777463,0.001,4.331422,0.001,0.001,0.001,0.001,0.001,0.777463,0.001,0.001,1.0,4.178779,0.001,0.001,0.001,0.001,0.001,1.0,0.001,0.234996,0.001,0.001,4.331422,0.001,4.178779,0.234996,1.0,4.178779,0.001,4.331422,0.001,0.234996,0.777463,0.001,4.331422,0.001,0.777463,0.001,0.234996,4.178779,1.0
-2672.996837,0.089267,0.047963,0.040683,0.087483,0.10976,0.125625,0.146719,0.08305,0.138106,0.131343,0.001,0.001,0.001,2.60112,0.001,3.449668,0.001,0.001,0.001,0.001,0.001,2.60112,0.001,0.001,1.0,5.475792,0.001,0.001,0.001,0.001,0.001,1.0,0.001,0.848,0.001,0.001,3.449668,0.001,5.475792,0.848,1.0,5.475792,0.001,3.449668,0.001,0.848,2.60112,0.001,3.449668,0.001,2.60112,0.001,0.848,5.475792,1.0
-2642.26864,0.07635,0.04673,0.038806,0.092553,0.108107,0.121463,0.184919,0.087539,0.132344,0.11119,0.001,0.001,0.001,2.571139,0.001,7.578737,0.001,0.001,0.001,0.001,0.001,2.571139,0.001,0.001,1.0,4.461276,0.001,0.001,0.001,0.001,0.001,1.0,0.001,0.730746,0.001,0.001,7.578737,0.001,4.461276,0.730746,1.0,4.461276,0.001,7.578737,0.001,0.730746,2.571139,0.001,7.578737,0.001,2.571139,0.001,0.730746,4.461276,1.0
-2642.488946,0.085144,0.036715,0.041747,0.112377,0.122624,0.121174,0.182416,0.075789,0.10102,0.120995,0.001,0.001,0.001,1.581568,0.001,3.031935,0.001,0.001,0.001,0.001,0.001,1.581568,0.001,0.001,1.0,5.047322,0.001,0.001,0.001,0.001,0.001,1.0,0.001,0.460995,0.001,0.001,3.031935,0.001,5.047322,0.460995,1.0,5.047322,0.001,3.031935,0.001,0.460995,1.581568,0.001,3.031935,0.001,1.581568,0.001,0.460995,5.047322,1.0
-2656.17359,0.077096,0.038817,0.030891,0.087145,0.119391,0.127606,0.187647,0.063635,0.121217,0.146555,0.001,0.001,0.001,2.111776,0.001,8.476545,0.001,0.001,0.001,0.001,0.001,2.111776,0.001,0.001,1.0,6.790833,0.001,0.001,0.001,0.001,0.001,1.0,0.001,0.379427,0.001,0.001,8.476545,0.001,6.790833,0.379427,1.0,6.790833,0.001,8.476545,0.001,0.379427,2.111776,0.001,8.476545,0.001,2.111776,0.001,0.379427,6.790833,1.0
-2604.159699,0.080783,0.037952,0.048428,0.090117,0.11465,0.099539,0.179859,0.088789,0.126672,0.13321,0.001,0.001,0.001,0.266599,0.258046,3.315988,0.001,0.001,0.001,0.001,0.001,0.266599,0.001,0.001,1.0,4.221467,0.001,0.001,0.001,0.258046,0.001,1.0,0.001,1.268497,0.001,0.001,3.315988,0.001,4.221467,1.268497,1.0,4.221467,0.258046,3.315988,0.001,1.268497,0.266599,0.001,3.315988,0.001,0.266599,0.258046,1.268497,4.221467,1.0
-2641.071844,0.085725,0.037667,0.042633,0.094894,0.120593,0.135147,0.163415,0.085422,0.117925,0.116579,0.001,0.001,0.001,3.244147,0.802133,8.761605,0.001,0.001,0.001,0.001,0.001,3.244147,0.001,0.001,1.0,17.9914,0.001,0.001,0.001,0.802133,0.001,1.0,0.001,3.88591,0.001,0.001,8.761605,0.001,17.9914,3.88591,1.0,17.9914,0.802133,8.761605,0.001,3.88591,3.244147,0.001,8.761605,0.001,3.244147,0.802133,3.88591,17.9914,1.0
-2619.844305,0.093221,0.041728,0.041583,0.076133,0.128379,0.123728,0.172081,0.073108,0.117538,0.132501,0.001,0.001,0.001,1.071886,0.257772,3.320992,0.001,0.001,0.001,0.001,0.001,1.071886,0.001,0.001,1.0,4.653829,0.001,0.001,0.001,0.257772,0.001,1.0,0.001,1.10575,0.001,0.001,3.320992,0.001,4.653829,1.10575,1.0,4.653829,0.257772,3.320992,0.001,1.10575,1.071886,0.001,3.320992,0.001,1.071886,0.257772,1.10575,4.653829,1.0
-2591.009101,0.082261,0.04117,0.046417,0.082734,0.11456,0.119426,0.194381,0.072627,0.124309,0.122117,0.001,0.001,0.001,135.848899,64.441563,437.524046,0.001,0.001,0.001,0.001,0.001,135.848899,0.001,0.001,1.0,401.769387,0.001,0.001,0.001,64.441563,0.001,1.0,0.001,263.948632,0.001,0.001,437.524046,0.001,401.769387,263.948632,1.0,401.769387,64.441563,437.524046,0.001,263.948632,135.848899,0.001,437.524046,0.001,135.848899,64.441563,263.948632,401.769387,1.0
-2552.840473,0.087708,0.043191,0.054429,0.103664,0.123942,0.110521,0.176438,0.062193,0.112127,0.125787,0.001,0.001,0.001,2.38613,0.747634,7.786153,0.001,0.001,0.001,0.001,0.001,2.38613,0.001,0.001,1.0,8.130026,0.001,0.001,0.001,0.747634,0.001,1.0,0.001,4.438579,0.001,0.001,7.786153,0.001,8.130026,4.438579,1.0,8.130026,0.747634,7.786153,0.001,4.438579,2.38613,0.001,7.786153,0.001,2.38613,0.747634,4.438579,8.130026,1.0
-2564.681848,0.081845,0.050771,0.040683,0.096796,0.093425,0.128324,0.159655,0.096389,0.135791,0.116321,0.001,0.001,0.001,0.791872,0.001,3.479918,0.001,0.001,0.001,0.001,0.001,0.791872,0.001,0.001,1.0,3.175887,0.001,0.001,0.001,0.001,0.001,1.0,0.001,0.741154,0.001,0.001,3.479918,0.001,3.175887,0.741154,1.0,3.175887,0.001,3.479918,0.001,0.741154,0.791872,0.001,3.479918,0.001,0.791872,0.001,0.741154,3.175887,1.0
-2570.938038,0.113633,0.041965,0.042774,0.076177,0.108151,0.116714,0.172007,0.088599,0.12062,0.119361,0.001,0.001,0.001,0.72488,0.001,5.548685,0.001,0.001,0.001,0.001,0.001,0.72488,0.001,0.001,1.0,5.629026,0.001,0.001,0.001,0.001,0.001,1.0,0.001,0.775893,0.001,0.001,5.548685,0.001,5.629026,0.775893,1.0,5.629026,0.001,5.548685,0.001,0.775893,0.72488,0.001,5.548685,0.001,0.72488,0.001,0.775893,5.629026,1.0
-2610.948063,0.085327,0.035013,0.030702,0.091103,0.118452,0.107016,0.154949,0.091866,0.144599,0.140973,0.001,0.001,0.001,1.268275,0.435428,6.56508,0.001,0.001,0.001,0.001,0.001,1.268275,0.001,0.001,1.0,5.949184,0.001,0.001,0.001,0.435428,0.001,1.0,0.001,1.658508,0.001,0.001,6.56508,0.001,5.949184,1.658508,1.0,5.949184,0.435428,6.56508,0.001,1.658508,1.268275,0.001,6.56508,0.001,1.268275,0.435428,1.658508,5.949184,1.0
-2612.920516,0.079939,0.043817,0.032829,0.089804,0.104212,0.136435,0.19203,0.08209,0.104091,0.134753,0.001,0.001,0.001,1.174203,0.001,6.158917,0.001,0.001,0.001,0.001,0.001,1.174203,0.001,0.001,1.0,6.931077,0.001,0.001,0.001,0.001,0.001,1.0,0.001,0.674893,0.001,0.001,6.158917,0.001,6.931077,0.674893,1.0,6.931077,0.001,6.158917,0.001,0.674893,1.174203,0.001,6.158917,0.001,1.174203,0.001,0.674893,6.931077,1.0
-2629.744651,0.088395,0.036,0.045567,0.097814,0.114056,0.120379,0.162883,0.074389,0.122174,0.138341,0.001,0.001,0.001,0.001,0.130744,2.133504,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,1.0,2.194358,0.001,0.001,0.001,0.130744,0.001,1.0,0.001,0.256724,0.001,0.001,2.133504,0.001,2.194358,0.256724,1.0,2.194358,0.130744,2.133504,0.001,0.256724,0.001,0.001,2.133504,0.001,0.001,0.130744,0.256724,2.194358,1.0
-2831.243894,0.095535,0.042455,0.049053,0.079928,0.129788,0.1022,0.187791,0.084665,0.101313,0.127272,0.001,0.001,0.001,1.699638,0.173016,4.062923,0.001,0.001,0.001,0.001,0.001,1.699638,0.001,0.001,1.0,3.09161,0.001,0.001,0.001,0.173016,0.001,1.0,0.001,1.730177,0.001,0.001,4.062923,0.001,3.09161,1.730177,1.0,3.09161,0.173016,4.062923,0.001,1.730177,1.699638,0.001,4.062923,0.001,1.699638,0.173016,1.730177,3.09161,1.0
-2760.828753,0.092149,0.044459,0.050434,0.114189,0.12529,0.113903,0.163568,0.083364,0.100825,0.111818,0.001,0.001,0.001,1.824094,0.001,4.367202,0.001,0.001,0.001,0.001,0.001,1.824094,0.001,0.001,1.0,4.677596,0.001,0.001,0.001,0.001,0.001,1.0,0.001,1.481074,0.001,0.001,4.367202,0.001,4.677596,1.481074,1.0,4.677596,0.001,4.367202,0.001,1.481074,1.824094,0.001,4.367202,0.001,1.824094,0.001,1.481074,4.677596,1.0
-2824.075219,0.090606,0.042269,0.054268,0.096574,0.118017,0.105392,0.160122,0.076452,0.137808,0.118492,0.001,0.001,0.001,0.796944,0.168824,3.745809,0.001,0.001,0.001,0.001,0.001,0.796944,0.001,0.001,1.0,3.093075,0.001,0.001,0.001,0.168824,0.001,1.0,0.001,0.80593,0.001,0.001,3.745809,0.001,3.093075,0.80593,1.0,3.093075,0.168824,3.745809,0.001,0.80593,0.796944,0.001,3.745809,0.001,0.796944,0.168824,0.80593,3.093075,1.0
-2666.166637,0.078075,0.036875,0.037476,0.092944,0.116247,0.122301,0.201859,0.060483,0.128921,0.124818,0.001,0.001,0.001,0.762076,0.001,3.006932,0.001,0.001,0.001,0.001,0.001,0.762076,0.001,0.001,1.0,2.979139,0.001,0.001,0.001,0.001,0.001,1.0,0.001,1.455736,0.001,0.001,3.006932,0.001,2.979139,1.455736,1.0,2.979139,0.001,3.006932,0.001,1.455736,0.762076,0.001,3.006932,0.001,0.762076,0.001,1.455736,2.979139,1.0
-2767.63958,0.083918,0.043312,0.045596,0.099523,0.116704,0.116841,0.17056,0.084176,0.118055,0.121313,0.001,0.001,0.001,1.853195,0.513556,4.986457,0.001,0.001,0.001,0.001,0.001,1.853195,0.001,0.001,1.0,5.301764,0.001,0.001,0.001,0.513556,0.001,1.0,0.001,0.496884,0.001,0.001,4.986457,0.001,5.301764,0.496884,1.0,5.301764,0.513556,4.986457,0.001,0.496884,1.853195,0.001,4.986457,0.001,1.853195,0.513556,0.496884,5.301764,1.0
-2697.902906,0.089353,0.033407,0.048393,0.081926,0.118465,0.112732,0.18127,0.088525,0.122623,0.123305,0.001,0.001,0.001,0.636901,0.001,1.530118,0.001,0.001,0.001,0.001,0.001,0.636901,0.001,0.001,1.0,3.242218,0.001,0.001,0.001,0.001,0.001,1.0,0.001,0.512748,0.001,0.001,1.530118,0.001,3.242218,0.512748,1.0,3.242218,0.001,1.530118,0.001,0.512748,0.636901,0.001,1.530118,0.001,0.636901,0.001,0.512748,3.242218,1.0
-2708.692545,0.087494,0.035529,0.050199,0.085926,0.104873,0.125647,0.162504,0.08071,0.13605,0.131068,0.001,0.001,0.001,1.184745,0.001,1.952953,0.001,0.001,0.001,0.001,0.001,1.184745,0.001,0.001,1.0,3.122341,0.001,0.001,0.001,0.001,0.001,1.0,0.001,1.24724,0.001,0.001,1.952953,0.001,3.122341,1.24724,1.0,3.122341,0.001,1.952953,0.001,1.24724,1.184745,0.001,1.952953,0.001,1.184745,0.001,1.24724,3.122341,1.0
-2734.955489,0.091024,0.041555,0.043435,0.085651,0.105303,0.114872,0.162704,0.09005,0.117777,0.147629,0.001,0.001,0.001,0.715149,0.127822,2.810516,0.001,0.001,0.001,0.001,0.001,0.715149,0.001,0.001,1.0,2.194823,0.001,0.001,0.001,0.127822,0.001,1.0,0.001,0.389518,0.001,0.001,2.810516,0.001,2.194823,0.389518,1.0,2.194823,0.127822,2.810516,0.001,0.389518,0.715149,0.001,2.810516,0.001,0.715149,0.127822,0.389518,2.194823,1.0
-2781.474714,0.088681,0.033487,0.050692,0.100336,0.103697,0.124698,0.170407,0.072325,0.128805,0.126872,0.001,0.001,0.001,2.849798,0.379575,8.053891,0.001,0.001,0.001,0.001,0.001,2.849798,0.001,0.001,1.0,9.649696,0.001,0.001,0.001,0.379575,0.001,1.0,0.001,0.711088,0.001,0.001,8.053891,0.001,9.649696,0.711088,1.0,9.649696,0.379575,8.053891,0.001,0.711088,2.849798,0.001,8.053891,0.001,2.849798,0.379575,0.711088,9.649696,1.0
-2757.743009,0.092222,0.04436,0.045398,0.086118,0.111653,0.153099,0.176371,0.066264,0.102975,0.12154,0.001,0.001,0.001,3.836665,0.236445,4.266048,0.001,0.001,0.001,0.001,0.001,3.836665,0.001,0.001,1.0,3.782103,0.001,0.001,0.001,0.236445,0.001,1.0,0.001,1.675311,0.001,0.001,4.266048,0.001,3.782103,1.675311,1.0,3.782103,0.236445,4.266048,0.001,1.675311,3.836665,0.001,4.266048,0.001,3.836665,0.236445,1.675311,3.782103,1.0
-2742.008294,0.084111,0.04741,0.047348,0.081852,0.120286,0.119064,0.165284,0.093327,0.121471,0.119847,0.001,0.001,0.001,0.667163,0.134983,2.898673,0.001,0.001,0.001,0.001,0.001,0.667163,0.001,0.001,1.0,2.029397,0.001,0.001,0.001,0.134983,0.001,1.0,0.001,0.541942,0.001,0.001,2.898673,0.001,2.029397,0.541942,1.0,2.029397,0.134983,2.898673,0.001,0.541942,0.667163,0.001,2.898673,0.001,0.667163,0.134983,0.541942,2.029397,1.0
-2743.959696,0.078386,0.032809,0.056379,0.089426,0.11579,0.112604,0.184485,0.084315,0.11925,0.126555,0.001,0.001,0.001,0.486331,0.001,3.290929,0.001,0.001,0.001,0.001,0.001,0.486331,0.001,0.001,1.0,3.22568,0.001,0.001,0.001,0.001,0.001,1.0,0.001,0.582662,0.001,0.001,3.290929,0.001,3.22568,0.582662,1.0,3.22568,0.001,3.290929,0.001,0.582662,0.486331,0.001,3.290929,0.001,0.486331,0.001,0.582662,3.22568,1.0
-2729.868912,0.082775,0.045325,0.049376,0.088755,0.135405,0.110786,0.166372,0.082262,0.107817,0.131126,0.001,0.001,0.001,0.696488,0.001,2.258413,0.001,0.001,0.001,0.001,0.001,0.696488,0.001,0.001,1.0,2.580495,0.001,0.001,0.001,0.001,0.001,1.0,0.001,0.545089,0.001,0.001,2.258413,0.001,2.580495,0.545089,1.0,2.580495,0.001,2.258413,0.001,0.545089,0.696488,0.001,2.258413,0.001,0.696488,0.001,0.545089,2.580495,1.0
-2727.116071,0.088656,0.042341,0.042624,0.086327,0.120094,0.126747,0.161735,0.079211,0.121301,0.130964,0.001,0.001,0.001,1.405383,0.001,4.906498,0.001,0.001,0.001,0.001,0.001,1.405383,0.001,0.001,1.0,6.187427,0.001,0.001,0.001,0.001,0.001,1.0,0.001,1.084858,0.001,0.001,4.906498,0.001,6.187427,1.084858,1.0,6.187427,0.001,4.906498,0.001,1.084858,1.405383,0.001,4.906498,0.001,1.405383,0.001,1.084858,6.187427,1.0
