nll,pi_aa,pi_cc,pi_gg,pi_tt,pi_ac,pi_ag,pi_at,pi_cg,pi_ct,pi_gt,s_0,s_1,s_2,s_3,s_4,s_5,s_6,s_7,s_8,s_9,s_10,s_11,s_12,s_13,s_14,s_15,s_16,s_17,s_18,s_19,s_20,s_21,s_22,s_23
2737.3537231535693,0.08604,0.04994,0.04101,0.08902,0.11211,0.139,0.15986,0.08395,0.11806,0.12101,3.5289661220347344,1.0000299380439268e-08,9.907920792809694,2.971652462714302,1.0000299380439268e-08,14.47139162661531,1.0000299380439268e-08,4.890681281677849,1.0000299380439268e-08,7.135822303129653,8.023186853783926,1.0000299380439268e-08,1.0000299380439268e-08,3.770848136775766,1.0000299380439268e-08,10.262215732892452,1.0000299380439268e-08,2.887945099138083,7.04832981680935,1.8103555718205824,1.0000299380439268e-08,1.7174604697830163,11.63164861010889,1.0000299380439268e-08
2704.860693836934,0.08305,0.04197,0.05096,0.09494,0.14390999999999998,0.11499000000000001,0.16913,0.062049999999999994,0.12,0.119,9.99994607280325e-09,9.99994607280325e-09,8.928579901879463,2.9299431333808688,9.99994607280325e-09,14.244924774449109,9.99994607280325e-09,5.451705677945701,8.773318498650728,7.765940363196564,11.000343629390267,9.99994607280325e-09,2.154400994290957,5.140267754382026,9.99994607280325e-09,9.324410445249159,9.99994607280325e-09,5.0148154973447525,1.3088862540081807,2.631113616170204,9.99994607280325e-09,9.99994607280325e-09,4.848492206100236,9.99994607280325e-09
2676.1771488296727,0.083,0.04102,0.043,0.11701,0.09506,0.12396,0.16601,0.07802,0.12492999999999999,0.12799,9.77972168868132,1.0000196724057165e-08,2.7904637730343027,9.944980003383398,5.916269201512875,11.190621515850234,1.0000196724057165e-08,5.653525971880824,3.4787680145317825,3.9518280271823696,10.583299474346058,1.0000196724057165e-08,1.0000196724057165e-08,6.087631958315889,2.5613097885495506,9.728821735724228,0.9262586658941423,1.0000196724057165e-08,6.061172412256831,1.0000196724057165e-08,1.0000196724057165e-08,1.9700172080034104,11.549824441059855,1.2120568698957295
2737.4213409394056,0.09302,0.05099,0.04,0.09597,0.10499,0.12003,0.17304,0.08601,0.10297999999999999,0.13297,1.7613698550042796,9.999815189565725e-09,7.530263384776253,12.732822974000024,3.988801036919262,19.77763672784233,9.999815189565725e-09,9.999815189565725e-09,9.999815189565725e-09,7.286217187754956,13.939482439850703,4.057108511187675,2.7339283007344175,4.737597167291113,9.999815189565725e-09,4.78011625185474,1.660079303367964,3.336122972821442,3.238664423055905,0.9624522557256034,9.999815189565725e-09,9.999815189565725e-09,3.009452077292555,1.2530417347565124
2629.4477638329304,0.08102,0.04302,0.04002,0.09798,0.11499999999999999,0.12102,0.17697000000000002,0.07699,0.12799,0.11999000000000001,2.279680048174562,9.999844788513312e-09,7.423197065345688,4.304202464053795,9.999844788513312e-09,11.65706295581202,9.999844788513312e-09,7.00379836078892,9.999844788513312e-09,7.345435578107145,6.762447476138503,9.999844788513312e-09,1.5348917375325088,7.345893373992152,2.39331627958083,2.8904957273693146,9.999844788513312e-09,9.999844788513312e-09,4.401877093867194,4.689319110040828,9.999844788513312e-09,2.161296847544107,13.754643586179641,9.999844788513312e-09
2671.2239194538556,0.08392,0.04299,0.03601,0.0961,0.13201,0.12708,0.16793999999999998,0.07600000000000001,0.105,0.13295,3.4733651336979188,1.0000168429340668e-08,12.239903982537257,1.0000168429340668e-08,12.088908650011712,4.2018678440530435,1.0000168429340668e-08,1.0000168429340668e-08,3.972094887787735,4.763734734541523,5.692304746236861,1.5020709744217904,2.2919553634080914,1.7412471845643005,1.0000168429340668e-08,2.7889307873061684,1.8041766145796116,1.984852119653356,9.09433479372564,3.275881712298031,1.0000168429340668e-08,4.819207876881539,13.337668472634254,1.0000168429340668e-08
2679.490785501711,0.076,0.03002,0.05099,0.09001,0.11893000000000001,0.11202000000000001,0.15211999999999998,0.09603,0.14085999999999999,0.13302,6.244890315256338,1.0000067159996302e-08,4.90156873179118,5.431481853030842,6.584495921548881,35.5870971323568,1.0000067159996302e-08,1.0000067159996302e-08,2.763589589491581,5.518416264224654,11.932836407239781,3.1600390195628054,1.4213246640144956,2.0770149049999826,1.0000067159996302e-08,4.4977386680175595,1.0000067159996302e-08,3.510424949346258,5.0440737900855686,0.8753056573837279,1.0000067159996302e-08,1.4017286427267421,8.85900504919876,1.010260079722017
2728.159720026211,0.07808,0.03396,0.04898,0.09401,0.12506,0.12397999999999999,0.17086,0.07308,0.12094,0.13105,1.7653170782862513,1.7480898098557063,11.44923145874083,1.0000000557811423e-08,6.573982331176393,8.320196976323992,1.0000000557811423e-08,1.0000000557811423e-08,5.156539554413845,5.2803501178794265,8.98196132617028,1.0000000557811423e-08,2.182965816645286,6.3101875672255305,1.0000000557811423e-08,2.242326608590732,0.7947789421777802,5.566944625198823,7.354472751788199,1.6438786028427337,1.0000000557811423e-08,3.855491114944531,8.892791936587574,1.0000000557811423e-08
2613.558691442766,0.07494,0.03402,0.043,0.082,0.13091999999999998,0.12997999999999998,0.17515,0.07999999999999999,0.12997,0.12002,2.2355078137865148,2.236505029110714,6.626230991467008,9.999697918133551e-09,9.999697918133551e-09,9.810993871590552,3.841682320337111,9.999697918133551e-09,4.284961848977966,4.540892833669162,10.07452309354898,9.999697918133551e-09,2.5776899893775953,7.5988383106102,2.0910258171910083,2.557176495082007,0.9583397813098958,2.0942625512959743,4.186252045755979,2.8658735585835986,9.999697918133551e-09,2.1055681931681716,11.281336378269089,1.4026004363653635
2743.1723875734683,0.08902,0.044,0.04499,0.09305,0.13302999999999998,0.12395999999999999,0.1609,0.07103,0.12196,0.11806,1.4194289488029121,1.0000000442431064e-08,10.673613065273091,1.0000000442431064e-08,1.0000000442431064e-08,12.522362282335765,1.0000000442431064e-08,5.1374092376018075,6.366874872839721,5.681589062047579,5.959728041829614,3.0828132155080055,2.0407242276680444,5.578136745694737,1.0000000442431064e-08,5.230794390193185,1.7074479315180435,1.9233964345242076,5.816497987098049,1.0000000442431064e-08,1.788139041275252,1.9397739751361138,12.105319051845091,1.0000000442431064e-08
