nll,pi_aa,pi_cc,pi_gg,pi_tt,pi_ac,pi_ag,pi_at,pi_cg,pi_ct,pi_gt,s_0,s_1,s_2,s_3,s_4,s_5,s_6,s_7,s_8,s_9,s_10,s_11,s_12,s_13,s_14,s_15,s_16,s_17,s_18,s_19,s_20,s_21,s_22,s_23,s_24,s_25,s_26,s_27,s_28,s_29,s_30,s_31,s_32,s_33,s_34,s_35,s_36,s_37,s_38,s_39,s_40,s_41,s_42,s_43,s_44
2737.355786796958,0.08604,0.04994,0.04101,0.08902,0.11211,0.139,0.15986,0.08395,0.11806,0.12101,9.999961409708825e-09,9.999961409708825e-09,9.999961409708825e-09,3.5571471682378455,9.999961409708825e-09,9.845163059727012,9.999961409708825e-09,9.999961409708825e-09,9.999961409708825e-09,9.999961409708825e-09,9.999961409708825e-09,3.039901872978012,9.999961409708825e-09,9.999961409708825e-09,9.999961409708825e-09,14.018304899995146,9.999961409708825e-09,9.999961409708825e-09,9.999961409708825e-09,9.999961409708825e-09,9.999961409708825e-09,4.901087507261364,9.999961409708825e-09,9.999961409708825e-09,9.999961409708825e-09,9.999961409708825e-09,7.196634030264639,9.999961409708825e-09,8.072032658916344,9.999961409708825e-09,9.999961409708825e-09,3.8216981768661005,9.999961409708825e-09,10.256742857169746,9.999961409708825e-09,9.999961409708825e-09,2.8523660001557185,9.999961409708825e-09,7.085106819479949,9.999961409708825e-09,1.8154333717108486,9.999961409708825e-09,1.6971651735712234,11.683724058605227,9.999961409708825e-09
2704.860702487351,0.08305,0.04197,0.05096,0.09494,0.14390999999999998,0.11499000000000001,0.16913,0.062049999999999994,0.12,0.119,1.000016513944356e-08,1.000016513944356e-08,1.000016513944356e-08,1.000016513944356e-08,1.000016513944356e-08,8.92936583890244,1.000016513944356e-08,1.000016513944356e-08,1.000016513944356e-08,1.000016513944356e-08,1.000016513944356e-08,2.898171861602801,1.000016513944356e-08,1.000016513944356e-08,1.000016513944356e-08,14.182949299981933,1.000016513944356e-08,1.000016513944356e-08,1.000016513944356e-08,1.000016513944356e-08,1.000016513944356e-08,5.471643811119379,1.000016513944356e-08,8.838377041580841,1.000016513944356e-08,1.000016513944356e-08,7.766755018108182,1.000016513944356e-08,11.016586750304063,1.000016513944356e-08,2.151679419182653,5.136879453227792,1.000016513944356e-08,9.305815203826489,1.000016513944356e-08,1.000016513944356e-08,5.03920035659867,1.000016513944356e-08,1.300191549093138,1.000016513944356e-08,2.635632593336206,1.000016513944356e-08,1.000016513944356e-08,4.86734111799998,1.000016513944356e-08
2676.1777436259435,0.083,0.04102,0.043,0.11701,0.09506,0.12396,0.16601,0.07802,0.12492999999999999,0.12799,1.000003810813368e-08,1.000003810813368e-08,1.000003810813368e-08,9.752243056976091,1.000003810813368e-08,2.8035386982371495,1.000003810813368e-08,1.000003810813368e-08,1.000003810813368e-08,1.000003810813368e-08,1.000003810813368e-08,9.941467183863674,1.000003810813368e-08,1.000003810813368e-08,5.843203938642207,11.203221875615055,1.000003810813368e-08,1.000003810813368e-08,1.000003810813368e-08,1.000003810813368e-08,1.000003810813368e-08,5.569368460870763,1.000003810813368e-08,3.49271973362822,1.000003810813368e-08,1.000003810813368e-08,3.969173694418804,1.000003810813368e-08,10.494329933497893,1.000003810813368e-08,1.000003810813368e-08,6.081924182656895,2.5866584144498157,9.794970586319566,1.000003810813368e-08,0.9325648282378568,1.000003810813368e-08,1.000003810813368e-08,6.058173732271262,1.000003810813368e-08,1.000003810813368e-08,1.000003810813368e-08,1.966222858235696,11.61006068619627,1.2032117907172595
2737.422552362406,0.09302,0.05099,0.04,0.09597,0.10499,0.12003,0.17304,0.08601,0.10297999999999999,0.13297,1.0000081851568572e-08,1.0000081851568572e-08,1.0000081851568572e-08,1.7571199938717472,1.0000081851568572e-08,7.536297039374568,1.0000081851568572e-08,1.0000081851568572e-08,1.0000081851568572e-08,1.0000081851568572e-08,1.0000081851568572e-08,12.769632606035863,1.0000081851568572e-08,1.0000081851568572e-08,3.9104847564321403,19.406062582450197,1.0000081851568572e-08,1.0000081851568572e-08,1.0000081851568572e-08,1.0000081851568572e-08,1.0000081851568572e-08,1.0000081851568572e-08,1.0000081851568572e-08,1.0000081851568572e-08,1.0000081851568572e-08,1.0000081851568572e-08,7.292668876435986,1.0000081851568572e-08,14.066075535890821,4.052633366604456,2.732102781537601,4.75765628209189,1.0000081851568572e-08,4.830663218027682,1.0000081851568572e-08,1.6657073971170953,3.3542864564042456,1.0000081851568572e-08,3.2339065372812765,1.0000081851568572e-08,0.9560311713273282,1.0000081851568572e-08,1.0000081851568572e-08,2.9730143405371456,1.2643985503240498
2629.449248549792,0.08102,0.04302,0.04002,0.09798,0.11499999999999999,0.12102,0.17697000000000002,0.07699,0.12799,0.11999000000000001,1.0000249886584385e-08,1.0000249886584385e-08,1.0000249886584385e-08,2.2712486440751367,1.0000249886584385e-08,7.437976876895614,1.0000249886584385e-08,1.0000249886584385e-08,1.0000249886584385e-08,1.0000249886584385e-08,1.0000249886584385e-08,4.259680165997778,1.0000249886584385e-08,1.0000249886584385e-08,1.0000249886584385e-08,11.87913965535044,1.0000249886584385e-08,1.0000249886584385e-08,1.0000249886584385e-08,1.0000249886584385e-08,1.0000249886584385e-08,6.996796802670866,1.0000249886584385e-08,1.0000249886584385e-08,1.0000249886584385e-08,1.0000249886584385e-08,7.3399374789122565,1.0000249886584385e-08,6.811267967422017,1.0000249886584385e-08,1.5356308329439954,7.3015831620228475,2.4088957084216447,2.8869818703637047,1.0000249886584385e-08,1.0000249886584385e-08,1.0000249886584385e-08,1.0000249886584385e-08,4.437665390703576,1.0000249886584385e-08,4.681107015208651,1.0000249886584385e-08,2.1536863326746496,13.63723641165401,1.0000249886584385e-08
2671.223708151667,0.08392,0.04299,0.03601,0.0961,0.13201,0.12708,0.16793999999999998,0.07600000000000001,0.105,0.13295,1.0000144942314495e-08,1.0000144942314495e-08,1.0000144942314495e-08,3.4883559671751807,1.0000144942314495e-08,12.286397776811238,1.0000144942314495e-08,1.0000144942314495e-08,1.0000144942314495e-08,1.0000144942314495e-08,1.0000144942314495e-08,1.0000144942314495e-08,1.0000144942314495e-08,1.0000144942314495e-08,11.986785658005386,4.270455802057548,1.0000144942314495e-08,1.0000144942314495e-08,1.0000144942314495e-08,1.0000144942314495e-08,1.0000144942314495e-08,1.0000144942314495e-08,1.0000144942314495e-08,3.97033444106734,1.0000144942314495e-08,1.0000144942314495e-08,4.777427616476364,1.0000144942314495e-08,5.672615077182971,1.4984639188979434,2.3005995196146807,1.7219258682210707,1.0000144942314495e-08,2.769686262873702,1.0000144942314495e-08,1.798805699008625,1.9900711047913875,1.0000144942314495e-08,9.144227611718943,1.0000144942314495e-08,3.271434785438821,1.0000144942314495e-08,4.804866535899312,13.258407945453149,1.0000144942314495e-08
2679.4909186962605,0.076,0.03002,0.05099,0.09001,0.11893000000000001,0.11202000000000001,0.15211999999999998,0.09603,0.14085999999999999,0.13302,1.0000358790473916e-08,1.0000358790473916e-08,1.0000358790473916e-08,6.326356488080926,1.0000358790473916e-08,4.928938247001382,1.0000358790473916e-08,1.0000358790473916e-08,1.0000358790473916e-08,1.0000358790473916e-08,1.0000358790473916e-08,5.321682631365383,1.0000358790473916e-08,1.0000358790473916e-08,6.496098477208887,35.84266631806313,1.0000358790473916e-08,1.0000358790473916e-08,1.0000358790473916e-08,1.0000358790473916e-08,1.0000358790473916e-08,1.0000358790473916e-08,1.0000358790473916e-08,2.824375322236236,1.0000358790473916e-08,1.0000358790473916e-08,5.503336592938292,1.0000358790473916e-08,11.829554765817333,3.153872432744262,1.4051443597104094,2.093946519283095,1.0000358790473916e-08,4.493866622053559,1.0000358790473916e-08,1.0000358790473916e-08,3.5077924275328844,1.0000358790473916e-08,5.05207744457183,1.0000358790473916e-08,0.8764987765106486,1.0000358790473916e-08,1.3937246476500316,8.847924479293887,0.9994948619463163
2728.160755940071,0.07808,0.03396,0.04898,0.09401,0.12506,0.12397999999999999,0.17086,0.07308,0.12094,0.13105,1.000004808728609e-08,1.000004808728609e-08,1.000004808728609e-08,1.7543644831240173,1.7422720433801056,11.478388091974546,1.000004808728609e-08,1.000004808728609e-08,1.000004808728609e-08,1.000004808728609e-08,1.000004808728609e-08,1.000004808728609e-08,1.000004808728609e-08,1.000004808728609e-08,6.8371954668459285,8.616593033517837,1.000004808728609e-08,1.000004808728609e-08,1.000004808728609e-08,1.000004808728609e-08,1.000004808728609e-08,1.000004808728609e-08,1.000004808728609e-08,5.219045385649914,1.000004808728609e-08,1.000004808728609e-08,5.274041548381477,1.000004808728609e-08,8.86431568063519,1.000004808728609e-08,2.2003401867978334,6.318856422428604,1.000004808728609e-08,2.2455805036239727,1.000004808728609e-08,0.8089625794320993,5.563778404816528,1.000004808728609e-08,7.339540102100753,1.000004808728609e-08,1.625498758767018,1.000004808728609e-08,3.850115590722551,8.77122509297034,1.000004808728609e-08
2613.559450341726,0.07494,0.03402,0.043,0.082,0.13091999999999998,0.12997999999999998,0.17515,0.07999999999999999,0.12997,0.12002,1.0000317897025673e-08,1.0000317897025673e-08,1.0000317897025673e-08,2.2215012952962825,2.232708219607164,6.641227103983276,1.0000317897025673e-08,1.0000317897025673e-08,1.0000317897025673e-08,1.0000317897025673e-08,1.0000317897025673e-08,1.0000317897025673e-08,1.0000317897025673e-08,1.0000317897025673e-08,1.0000317897025673e-08,10.027993825070448,1.0000317897025673e-08,1.0000317897025673e-08,1.0000317897025673e-08,3.9052718078182553,1.0000317897025673e-08,1.0000317897025673e-08,1.0000317897025673e-08,4.1169089083306165,1.0000317897025673e-08,1.0000317897025673e-08,4.537117204174486,1.0000317897025673e-08,10.055998338539261,1.0000317897025673e-08,2.5504576296022643,7.629590287954128,2.078193836453471,2.527598597824913,1.0000317897025673e-08,0.9481525105226011,2.0643418403914593,1.0000317897025673e-08,4.197636362421319,1.0000317897025673e-08,2.877598897159982,1.0000317897025673e-08,2.0736005201147747,11.359216589957601,1.3936709410810098
2743.1734175978568,0.08902,0.044,0.04499,0.09305,0.13302999999999998,0.12395999999999999,0.1609,0.07103,0.12196,0.11806,1.0000000076833522e-08,1.0000000076833522e-08,1.0000000076833522e-08,1.4285032649126406,1.0000000076833522e-08,10.625898255222197,1.0000000076833522e-08,1.0000000076833522e-08,1.0000000076833522e-08,1.0000000076833522e-08,1.0000000076833522e-08,1.0000000076833522e-08,1.0000000076833522e-08,1.0000000076833522e-08,1.0000000076833522e-08,12.822092586724231,1.0000000076833522e-08,1.0000000076833522e-08,1.0000000076833522e-08,1.0000000076833522e-08,1.0000000076833522e-08,5.15841133687542,1.0000000076833522e-08,6.329630985971979,1.0000000076833522e-08,1.0000000076833522e-08,5.667762791988497,1.0000000076833522e-08,5.920352210871485,3.0489212505705345,2.053702096609327,5.572883574463543,1.0000000076833522e-08,5.2031959740348785,1.0000000076833522e-08,1.729367315439834,1.9045190151141098,1.0000000076833522e-08,5.794255620700374,1.0000000076833522e-08,1.0000000076833522e-08,1.816502861469581,1.9449392783883894,12.098357652286568,1.0000000076833522e-08
2770.7539844554917,0.07596,0.04302,0.03199,0.10001,0.13391,0.11506,0.16401,0.09105,0.11606,0.12893000000000002,9.999941775453278e-09,9.999941775453278e-09,9.999941775453278e-09,4.658274515391641,9.999941775453278e-09,10.202451289409911,9.999941775453278e-09,9.999941775453278e-09,9.999941775453278e-09,9.999941775453278e-09,9.999941775453278e-09,2.765116115658843,9.999941775453278e-09,9.999941775453278e-09,3.949739783869598,6.1956071895507865,9.999941775453278e-09,9.999941775453278e-09,9.999941775453278e-09,9.999941775453278e-09,9.999941775453278e-09,9.999941775453278e-09,9.999941775453278e-09,3.7834883643863706,9.999941775453278e-09,9.999941775453278e-09,3.8820026437865045,9.999941775453278e-09,9.564667548657107,2.4609589844167354,2.0662592687605583,5.079609516568941,2.619752660823467,4.105607586569652,9.999941775453278e-09,1.6802046783966968,4.567956396549994,9.999941775453278e-09,4.282049219010873,9.999941775453278e-09,1.6630298613136236,9.999941775453278e-09,9.999941775453278e-09,10.840732868103462,9.999941775453278e-09
