nll,pi_aa,pi_ac,pi_ag,pi_at,pi_ca,pi_cc,pi_cg,pi_ct,pi_ga,pi_gc,pi_gg,pi_gt,pi_ta,pi_tc,pi_tg,pi_tt,s_0,s_1,s_2,s_3,s_4,s_5
355231.0143623681,0.08561,0.057301,0.06221,0.088496,0.057113,0.038713,0.040958,0.060929,0.059105,0.043503,0.041,0.060306,0.08907,0.065169,0.05898,0.091537,4.936667606356341,0.6128196792242145,0.5279847635643332,0.5779387480168184,1.0119578872221953,0.6671131786329606
363818.044458549,0.08676,0.060534,0.059704,0.091497,0.058579,0.035208,0.041404,0.062128,0.065095,0.04278,0.036609,0.059906,0.09035,0.058239,0.061289,0.089918,3.9419706544104463,0.8024081293209802,1.0000044683557647,0.8023462706612465,0.8024766769073474,0.8022971474698861
351326.7733562081,0.088189,0.060125,0.062879,0.088235,0.059288,0.038837,0.040616,0.060198,0.060004,0.038916,0.043892,0.055897,0.092624,0.063653,0.055703,0.090944,1.459972600390043,1.2141616568982294,1.173175179636995,1.0605928433259324,2.364104984493065,0.8289197644642661
366190.1022798474,0.087504,0.058864,0.065805,0.086309,0.060761,0.039623,0.03924,0.063865,0.057207,0.04217,0.043011,0.062127,0.086698,0.057912,0.060596,0.088308,4.238662024085096,0.6072628559508577,0.16981383602420658,0.04294531350733542,2.991329295692033,0.26053178530868737
374398.18287142226,0.08625,0.064197,0.059412,0.081917,0.060888,0.04249,0.041625,0.057398,0.058507,0.041401,0.045505,0.063892,0.087228,0.05847,0.058973,0.091847,2.006357616230625,1.8178167305489155,0.8653006398211103,1.1441792119907592,1.5681900091496184,0.8421179531191286
367369.9984147111,0.084442,0.056978,0.06212,0.092477,0.059904,0.040919,0.043003,0.054972,0.060694,0.037264,0.041807,0.061933,0.090499,0.056479,0.063685,0.092824,2.504095234167795,2.204921029465145,0.8269745859079999,0.9464541704775742,0.9041029820677697,0.8864160710369137
360732.2205920973,0.086406,0.059301,0.060407,0.082703,0.059788,0.0427,0.037516,0.06192,0.059379,0.044191,0.047202,0.056868,0.088298,0.057127,0.061895,0.094299,1.3480140919786614,1.347828500622379,1.347832365073012,1.3478769811195155,1.3485111035434467,1.347828266237021
373923.15460180904,0.085326,0.061163,0.063344,0.08671,0.05709,0.040585,0.040594,0.061296,0.0606,0.04301,0.039902,0.064186,0.085803,0.061506,0.064765,0.08412,1.3479575180250536,1.3478934934260045,1.347474647913237,1.347277933256594,1.3472779163785946,1.3475597230885148
364188.5168252926,0.089228,0.061401,0.061697,0.082986,0.061278,0.039327,0.038415,0.060975,0.060704,0.040605,0.042095,0.056503,0.093907,0.059421,0.061182,0.090276,2.013819292275547,0.6450905257004911,1.5449965075072003,0.5450983479210327,1.2900975514181574,1.7103813437484956
355980.47061595996,0.087688,0.059109,0.065423,0.091391,0.056129,0.039801,0.04121,0.054784,0.062799,0.04191,0.045801,0.057533,0.089578,0.057974,0.061798,0.087072,4.17378020694106,1.5933081350906246,2.286752639395159e-09,0.7767596094619873,1.1070803376209795,0.9523373629997547
365806.50071877113,0.087355,0.059192,0.064491,0.08481,0.059105,0.039328,0.042691,0.060489,0.060887,0.041394,0.043503,0.062408,0.08275,0.058036,0.060715,0.092846,5.247175317536422,0.6589359846053449,0.6390492604884432,0.5566501797888074,0.5457779005913019,0.6558166732674462
368011.2478033714,0.088402,0.059018,0.060324,0.085463,0.061954,0.0396,0.041177,0.059988,0.062296,0.039916,0.046501,0.06319,0.08803,0.057003,0.059012,0.088126,1.4954965443431074,1.2638668325553877,1.2893629347657052,1.3572080863102045,1.4103807718325674,1.311797598775798
348629.36147099984,0.081311,0.053611,0.062803,0.083888,0.054118,0.040506,0.045289,0.060774,0.06631,0.043393,0.041302,0.059893,0.0932,0.059397,0.061209,0.092996,6.347873564075259,0.43264022149268244,0.4417332757817546,0.4350383225761622,0.42652763945431005,0.43339659092306726
375423.48454167385,0.088332,0.059734,0.058996,0.087118,0.061289,0.037812,0.039306,0.060346,0.058504,0.038919,0.044491,0.064389,0.082651,0.060506,0.063091,0.094516,2.9810626458302205,0.2759285233138651,0.847686793398362,0.7143352854432778,1.2271615707780237,2.121886292630324
360573.7368207659,0.086387,0.059094,0.060799,0.089305,0.053204,0.043568,0.046002,0.055467,0.060282,0.040399,0.042896,0.064704,0.090276,0.05709,0.0607,0.089827,1.3484971089402664,1.3484971089402664,1.3484971089402664,1.3484971089402664,1.3484971089402664,1.3484971089402664
357651.2188172682,0.092058,0.052228,0.061019,0.087119,0.059737,0.036996,0.040098,0.063054,0.061105,0.04202,0.041599,0.058879,0.086712,0.060494,0.064503,0.092379,4.45326277589151,0.8440162773652455,0.5371477277080421,0.9433990129921099,1.0183237006060404,0.7090490234899633
358077.98045322864,0.090785,0.058303,0.060999,0.088396,0.057599,0.040771,0.044106,0.058748,0.060193,0.039298,0.040471,0.062188,0.090342,0.0581,0.058132,0.091569,3.874287790267322,2.028493886404185,1.7215802416291795e-10,0.18413314321228533,1.038437158553674,1.2774616456163077
364889.83597222314,0.086195,0.057398,0.064912,0.091489,0.058309,0.039394,0.044466,0.05811,0.063322,0.042508,0.041901,0.061871,0.08,0.060005,0.063019,0.087101,1.7740201923164813,1.3413443260228979,1.090008680947676,1.4021461116375775,0.9730121921510945,1.624935253973779
368234.98855194455,0.081432,0.058357,0.062785,0.088198,0.057401,0.037115,0.041472,0.060596,0.059799,0.039307,0.042497,0.062306,0.088281,0.063858,0.065042,0.091554,2.7166977770512095,1.185541621033666,0.9710141528775137,1.2700057901927244,1.4233703888950462,0.7849270366173172
361500.2638188975,0.088901,0.0593,0.057492,0.088609,0.057772,0.040823,0.042,0.059699,0.06189,0.042601,0.041702,0.062193,0.087807,0.05839,0.059506,0.091315,4.485147629682439,0.8152399071878526,0.28872202484159754,0.12299753857972849,0.9262421809871997,1.6108145440779857
361790.86675848375,0.088581,0.059404,0.064598,0.090884,0.05622,0.038888,0.045296,0.057767,0.060115,0.043068,0.042505,0.060514,0.079498,0.06172,0.062718,0.088224,6.711524398125136,0.7582804952899412,0.17652309916664677,0.20151942993576027,0.38166058558010196,0.17507051264128293
370257.519250947,0.086498,0.0614,0.062292,0.088626,0.055307,0.035995,0.044446,0.057335,0.061931,0.041395,0.040608,0.065587,0.08279,0.06377,0.06266,0.08936,3.839223646535875,1.060781362433291,0.5250733956306556,2.920415658260607e-14,1.0610721335924456,1.6480045284364282
375934.5380280663,0.088039,0.05933,0.059699,0.089114,0.062178,0.035913,0.039892,0.060726,0.061589,0.037692,0.041717,0.062709,0.083077,0.061095,0.064811,0.092419,1.9234230091668958,1.1615005287780298,1.162073763096991,1.1616887054239902,1.1622821975442994,1.5769822258240562
364099.8645630651,0.085705,0.058762,0.062909,0.088216,0.056799,0.037382,0.042297,0.059009,0.060294,0.040388,0.044106,0.062906,0.090006,0.060621,0.061588,0.089012,1.3495462863412309,1.3495462863412309,1.3495462863412309,1.3495462863412309,1.349546670269507,1.3495464603040497
366289.4427832935,0.091164,0.062358,0.06399,0.086939,0.059362,0.03798,0.041513,0.059536,0.061095,0.04571,0.041603,0.059887,0.086109,0.056949,0.060408,0.085397,2.960598570037306,0.799235718221229,1.162042561701804,1.300636002844445,1.0631952936395865,0.8827511423259655
363661.65679573605,0.089185,0.057099,0.064886,0.083914,0.066259,0.037909,0.039404,0.058322,0.060509,0.041891,0.039203,0.059006,0.092599,0.063113,0.0571,0.089601,1.485706001459179,1.400279863161038,1.40124564030761,1.0568578739704935,1.1489894786255768,1.488427864353422
364108.5435706361,0.088781,0.056994,0.060407,0.084111,0.058926,0.04106,0.041768,0.064381,0.06155,0.043408,0.042495,0.064292,0.089596,0.05645,0.060034,0.085747,3.84127837332074,0.25914123051489424,1.2400284146656237,0.3069596913105456,1.3278353117480748,0.9044343700404927
373200.989926822,0.086491,0.058878,0.060217,0.08119,0.062965,0.039624,0.039992,0.063001,0.059893,0.043989,0.042199,0.059921,0.088517,0.058999,0.065413,0.088711,4.147206038103904,1.4188750742971348,0.39926340060868104,0.7566865841891984,1.183751269912435,0.4757430044035282
366969.2966943682,0.083898,0.056817,0.062057,0.088158,0.059794,0.040203,0.039296,0.062482,0.061883,0.040893,0.039694,0.062626,0.088707,0.058253,0.063394,0.091845,2.9826064668252283,0.8007175172919238,0.7738062282009985,0.3615260907203856,1.0706310302620325,2.09407575158503
367795.748916944,0.087101,0.06167,0.058927,0.089616,0.055841,0.037559,0.040907,0.059679,0.063509,0.041897,0.043697,0.05949,0.083879,0.060636,0.065777,0.089815,2.6376627262936476,1.1905276508640992,0.7524107358731403,0.9683702166468036,2.1949517978842388,0.5966648141478252
