nll,pi_aa,pi_ac,pi_ag,pi_at,pi_ca,pi_cc,pi_cg,pi_ct,pi_ga,pi_gc,pi_gg,pi_gt,pi_ta,pi_tc,pi_tg,pi_tt,s_0,s_1,s_2,s_3,s_4,s_5,s_6,s_7,s_8,s_9,s_10,s_11
371298.5203812078,0.093506,0.05942,0.05922,0.086865,0.057393,0.039111,0.040482,0.057493,0.062109,0.040923,0.042679,0.063391,0.083157,0.059464,0.064983,0.089804,1.3497220455561165,1.349737285561822,1.3497297128424834,1.3497285479911152,1.3497512643862493,1.34972651320534,1.3497258741188123,1.3497662655323566,1.3497131639370354,1.3496911030158822,1.3497604187752745,1.3497295440221249
370859.9974346265,0.085535,0.062063,0.062003,0.089816,0.059106,0.038574,0.041205,0.057201,0.0566,0.039794,0.045202,0.062203,0.086083,0.060555,0.061987,0.092073,1.878075598915551,1.1560526886477696,1.1639330832257564,1.2363500630476716,1.2175081526578277,1.577538380583948,1.5347257547632922,1.2947356034155726,1.2252589404033336,1.303918814530916,1.420175173981238,1.300255300811336
355953.3956858494,0.08622,0.054579,0.062134,0.097136,0.059023,0.03794,0.042572,0.058915,0.0596,0.041317,0.043722,0.058225,0.085808,0.059313,0.061972,0.091524,3.128658531945051,1.2315570419157933,1.125577118147062,0.4011831364966558,0.20929667117924444,0.2940708540769258,1.8454531740961504,1.4584494672210278,2.528773535447458,0.7786926420752286,1.6656918725653744,0.6825844536224215
356237.92271051084,0.086398,0.058401,0.063786,0.088402,0.053724,0.041587,0.0416,0.060538,0.059866,0.039711,0.042077,0.063553,0.091311,0.062493,0.058698,0.087855,2.6326605616945105,1.593837422920215,1.3254798418119484,1.3480577162797125,0.700018216952578,1.9051055245291124,0.9065530225666772,1.2588891807643119,1.554920646634606,0.8739154687014015,1.5478344822379728,0.34287499662148724
353435.9041042933,0.086684,0.055789,0.057987,0.091105,0.056333,0.042185,0.041198,0.059792,0.062497,0.040386,0.045099,0.0593,0.086705,0.061246,0.061618,0.092076,3.223280182700899,0.25468916989727913,0.21898022864909203,0.5985088612481703,0.005749746141157025,3.4439768822017895,1.9663479657346403,0.2393162829756561,1.5684125949888774,0.5490603454107635,3.8423493670371096,0.24728151158517087
363383.3091779985,0.084681,0.058931,0.061549,0.093869,0.060463,0.038813,0.041206,0.062141,0.057738,0.040909,0.043497,0.062283,0.087131,0.057016,0.058046,0.091727,1.350346216288585,1.3503462163316358,1.3503462162585365,1.3503462162585365,1.3503462162585365,1.3503462162585365,1.3503462162585365,1.3503462165258395,1.350346216372474,1.3503462162585365,1.3503462162585365,1.3503462162585365
373802.88481275213,0.0834,0.057088,0.060894,0.087685,0.062285,0.035866,0.041714,0.060516,0.060731,0.040717,0.043103,0.062542,0.088499,0.059916,0.065761,0.089283,1.7942114122191266,0.8178899097910862,1.8103619753448055,1.5083612753876066,0.8809987282149183,1.26161091258204,0.9429024113406196,1.65760989853437,0.8178773201021017,1.425276966333908,1.901684265417096,1.4890814386685265
359056.610224132,0.0859,0.058404,0.061205,0.08745,0.054216,0.038718,0.039845,0.058316,0.059112,0.044403,0.040798,0.061786,0.093971,0.0619,0.061979,0.091997,3.5447491289442006,3.1483533293265817,0.0,5.7510037952971315e-06,0.9568441833347752,2.856330652897879,0.707395096705805,1.9478307020178869,0.5343631130913136,0.5685953681437292,1.3126805891624025,1.0368885700874118
364781.9229978245,0.090595,0.061571,0.059606,0.086335,0.056517,0.040096,0.044678,0.062597,0.061703,0.043499,0.042317,0.060093,0.092701,0.0522,0.062881,0.082611,1.374029508246012,1.3485606172677191,1.3424392115101214,1.3426346520999846,1.3428217364840265,1.3427277181600352,1.3425595113329292,1.3425754570194943,1.3456282801451065,1.3430841452743443,1.3422999732907073,1.3702116968833897
354788.4742178398,0.086365,0.054516,0.061998,0.088745,0.059264,0.043045,0.041696,0.061282,0.059402,0.040907,0.045101,0.059388,0.089782,0.059453,0.060612,0.088444,1.666659657345343,0.7422314271695253,1.0425118702538445,0.9925820702752242,0.07755998854018449,0.6547052986757953,0.8698031110287062,0.7541679874957192,1.1326572018850398,2.3502970448444107,4.6800934123582945,1.7418177852139922
371912.80726213986,0.087663,0.057114,0.059404,0.082225,0.061186,0.038988,0.040796,0.064441,0.064798,0.042488,0.038696,0.063203,0.081912,0.059494,0.064266,0.093326,2.13608750873672,0.7441710124204097,1.4222472959066002,0.3780836780690925,1.8823833467438755,0.7597297145200277,1.3925553232972756,1.027515767010389,0.9331601722963643,0.2060811152395343,4.344308379946313,0.5280293244052142
361117.9258594433,0.088185,0.054986,0.060689,0.084604,0.058833,0.040028,0.045493,0.063499,0.058005,0.039799,0.041696,0.065602,0.085821,0.063685,0.058507,0.090568,2.311837223364211,1.1833067218118682,0.7186145026142965,1.7864103244401577,1.7453766022081227,1.2764233932603335,1.4295935922977596,1.3864395618679233,1.1422305602755356,0.8221339714854888,1.462571288335126,1.24184058114011
370698.1370612476,0.081802,0.061327,0.057914,0.086814,0.058889,0.038413,0.040374,0.061012,0.060481,0.043401,0.041002,0.064127,0.094495,0.056859,0.060424,0.092666,4.788845693146161,2.431483726237645e-09,1.2650092686002825,0.6963819654424124,0.6969783469038503,1.3918987871180954,1.9969169201319084,1.3211763519913948,0.4831651968513523,0.31321713065629353,2.690463241435071,0.6502584094536895
368161.30136078456,0.083973,0.062012,0.05817,0.086811,0.058301,0.041304,0.039601,0.060918,0.060015,0.041692,0.042796,0.056097,0.094916,0.06085,0.06703,0.085514,2.710735514612296,1.6989244268533437,1.490000310511523,2.0714079830322714,0.24714704678625307,0.6205753204850767,0.5818901529004906,0.8818594977854369,1.3566560548080377,0.2298636060583177,2.3127938595723636,1.9693005308274432
372886.426015865,0.085866,0.063401,0.060504,0.087483,0.056183,0.041822,0.039791,0.0597,0.062207,0.038989,0.041804,0.059759,0.083914,0.060526,0.067513,0.090538,2.646795461238759,1.2312113832915565,1.1548973091204782,1.1874154658706346,1.242169547920364,1.3750203317787013,1.230775149057999,1.2139713532920726,1.2698318136049938,1.2807686530069595,1.224385271327106,1.2210338006866959
353504.7015987933,0.085352,0.058523,0.063222,0.084615,0.053268,0.038886,0.043624,0.061808,0.059211,0.041586,0.039582,0.059629,0.090645,0.063776,0.060886,0.095387,1.3503013303923135,1.3503013303923135,1.3503013303923135,1.3503013303923135,1.3503013303923135,1.3503013303923135,1.3503013308836955,1.3503013303923135,1.3503013568263553,1.3503013303923135,1.3503013303923135,1.3503013318028039
367919.78352978796,0.084303,0.056268,0.06849,0.083444,0.058013,0.036477,0.039108,0.062361,0.063897,0.042186,0.041223,0.063896,0.086615,0.059473,0.065002,0.089244,4.817465126422972,1.1104569632058612,1.4117561969264518,0.9799833827900146,0.7321104655490315,1.0286301925580374,1.0395423786958777,0.9089420114660298,0.9741336275234542,0.8973577281318955,1.203415293781573,1.1537276078825467
363261.5416461235,0.088114,0.054416,0.060904,0.08928,0.05799,0.036078,0.040897,0.064028,0.060033,0.040799,0.042146,0.061366,0.086843,0.062402,0.065838,0.088866,2.14251115238495,1.024626510243646,1.1805268353255765,1.9258810362604748,0.9621737108939475,1.839551618309345,1.3206834887923364,0.9755259745320723,1.6353252980158623,1.1433855415400516,1.2511889270155825,0.9070730621044212
360186.6810291487,0.080806,0.057496,0.06559,0.090164,0.056619,0.040918,0.042054,0.060895,0.062678,0.042594,0.041801,0.060003,0.087572,0.058887,0.063251,0.088672,1.3480457469456426,1.3480457469456426,1.3480457583109904,1.3480457469456426,1.3480457469456426,1.3480457609634058,1.3480457527244956,1.3480457599818205,1.3480457614520005,1.3480457469456426,1.3480457469456426,1.3480457469456426
368730.76482874004,0.084951,0.061813,0.057493,0.085631,0.058659,0.037269,0.042004,0.059606,0.060525,0.041488,0.0416,0.064287,0.090138,0.062043,0.059002,0.093491,3.259557664198453,0.9739531026417938,0.09042704328218956,2.6555809360955105,0.23454351906885784,1.3579316819897354,2.1534593115953973,1.6269421719723078,0.5031802686797522,0.6124889558037517,2.9110107497491065,1.0695954452423782
359740.1986865462,0.091797,0.055629,0.059346,0.090246,0.05957,0.041586,0.0431,0.058211,0.062824,0.039195,0.043098,0.0602,0.084857,0.060895,0.061734,0.087712,1.6258399014128988,1.16789209502929,1.1753154444346572,1.3901711129851484,1.1678892541644024,1.419137719492197,1.57187142691351,1.2119157329307946,1.6038174862253631,1.1678428968221644,1.450766153633715,1.1678936509353575
